filename	time	train_acc	val_acc	sd_acc10	val_auc	sd_auc10	val_tn	val_fn	val_fp	val_tp	val_precision	sd_precision10	val_recall	sd_recall10	val_f1	sd_f1_10	val_mmc	sd_mcc_10	epst	train_acc_a	sd_acc	val_acc_a	sd_acc	train_auc_a	sd_auc	val_auc_a	sd_auc	va_mmc_a	sd_mmc
results/Zeller_fecal_colorectal_cancer_binGMM_nb18_aun_0.0_1.0/a1_estopc5_fc_o4adam_lr-1.0de0.0e500_20231214_191433c1.0di-1ch3dfc0.0file_sum_ok.txt	58.9	0.769	0.478	0.0	0.732	0.0	-1.0	-1.0	-1.0	-1.0	0.278	0.0	0.245	0.0	0.236	0.0	0.23	0.0	34.1	0.7685881495475769	0.11741496496966351	0.4780219912528992	0.09055105705296511	0.9383625501825164	0.04629558852053895	0.7320935474781629	0.05402460589214614	0.22954026967105973	0.1483390925719565
results/Zeller_fecal_colorectal_cancer_binGMM_nb19_aun_0.0_1.0/a1_estopc5_fc_o4adam_lr-1.0de0.0e500_20231214_191535c1.0di-1ch3dfc0.0file_sum_ok.txt	56.0	0.768	0.47	0.0	0.732	0.0	-1.0	-1.0	-1.0	-1.0	0.276	0.0	0.24	0.0	0.232	0.0	0.218	0.0	33.6	0.7677479267120362	0.11798952349204167	0.4703296825289726	0.1065480891438019	0.9376701155684064	0.04622265307633432	0.7317534114237412	0.053361296775803486	0.21784267208040756	0.17845435554680392
results/Zeller_fecal_colorectal_cancer_binGMM_nb20_aun_0.0_1.0/a1_estopc5_fc_o4adam_lr-1.0de0.0e500_20231214_191634c1.0di-1ch3dfc0.0file_sum_ok.txt	55.4	0.769	0.47	0.0	0.731	0.0	-1.0	-1.0	-1.0	-1.0	0.279	0.0	0.245	0.0	0.237	0.0	0.218	0.0	31.8	0.7685743808746338	0.11427068746275718	0.4703296825289726	0.1065480891438019	0.9368722949821278	0.044994688035841945	0.7307672181298555	0.05448201365065971	0.21784267208040756	0.17845435554680392
results/Zeller_fecal_colorectal_cancer_binGMM_nb2_aun_0.0_1.0/a1_estopc5_fc_o4adam_lr-1.0de0.0e500_20231214_185953c1.0di-1ch3dfc0.0file_sum_ok.txt	39.1	0.897	0.565	0.0	0.776	0.0	-1.0	-1.0	-1.0	-1.0	0.37	0.0	0.316	0.0	0.328	0.0	0.38	0.0	44.7	0.8974311292171478	0.12302130178159436	0.5653846293687821	0.11202460125460222	0.9840330412502182	0.024133384838647173	0.7764853278589543	0.09081359114667095	0.3801917851027643	0.1770856461968963
results/Zeller_fecal_colorectal_cancer_binGMM_nb3_aun_0.0_1.0/a1_estopc5_fc_o4adam_lr-1.0de0.0e500_20231214_190035c1.0di-1ch3dfc0.0file_sum_ok.txt	41.4	0.88	0.552	0.0	0.768	0.0	-1.0	-1.0	-1.0	-1.0	0.359	0.0	0.303	0.0	0.307	0.0	0.346	0.0	47.5	0.8799655735492706	0.12179536532885177	0.5521978169679642	0.12958765694046798	0.9770880428059711	0.030268227319735348	0.7678863261280844	0.08439464637827837	0.34590843817715455	0.20953941435728826
results/Zeller_fecal_colorectal_cancer_binGMM_nb4_aun_0.0_1.0/a1_estopc5_fc_o4adam_lr-1.0de0.0e500_20231214_190119c1.0di-1ch3dfc0.0file_sum_ok.txt	47.4	0.854	0.569	0.0	0.765	0.0	-1.0	-1.0	-1.0	-1.0	0.388	0.0	0.343	0.0	0.343	0.0	0.373	0.0	58.6	0.8542217791080475	0.12027358073782117	0.568681326508522	0.11876904912004474	0.9729884197598324	0.031312030326193764	0.7645463510848127	0.08452754724793042	0.3725929716273881	0.18239122677900269
results/Zeller_fecal_colorectal_cancer_binGMM_nb5_aun_0.0_1.0/a1_estopc5_fc_o4adam_lr-1.0de0.0e500_20231214_190210c1.0di-1ch3dfc0.0file_sum_ok.txt	50.7	0.837	0.569	0.0	0.758	0.0	-1.0	-1.0	-1.0	-1.0	0.391	0.0	0.354	0.0	0.35	0.0	0.374	0.0	59.1	0.8367768704891205	0.11186289287682914	0.568681326508522	0.11876904912004474	0.9694362359507925	0.03167463951826972	0.7579207422614015	0.08139991782451028	0.3735298315090335	0.18297319206232157
results/Zeller_fecal_colorectal_cancer_binGMM_nb6_aun_0.0_1.0/a1_estopc5_fc_o4adam_lr-1.0de0.0e500_20231214_190303c1.0di-1ch3dfc0.0file_sum_ok.txt	48.6	0.825	0.569	0.0	0.756	0.0	-1.0	-1.0	-1.0	-1.0	0.381	0.0	0.353	0.0	0.35	0.0	0.374	0.0	54.8	0.8251239776611328	0.10717393767193185	0.568681326508522	0.11876904912004474	0.9667247303994111	0.03011009348937373	0.7561858471199131	0.07964078832928405	0.3735298315090335	0.18297319206232157
results/Zeller_fecal_colorectal_cancer_binGMM_nb7_aun_0.0_1.0/a1_estopc5_fc_o4adam_lr-1.0de0.0e500_20231214_190355c1.0di-1ch3dfc0.0file_sum_ok.txt	51.6	0.815	0.56	0.0	0.753	0.0	-1.0	-1.0	-1.0	-1.0	0.36	0.0	0.333	0.0	0.329	0.0	0.363	0.0	50.3	0.8151515066623688	0.1084768656963776	0.5604395717382431	0.0988094847652744	0.9625263322240689	0.031512297901126335	0.7529887694722859	0.07495658358622409	0.36315990992741537	0.15514969962963443
results/Zeller_fecal_colorectal_cancer_binGMM_nb8_aun_0.0_1.0/a1_estopc5_fc_o4adam_lr-1.0de0.0e500_20231214_190450c1.0di-1ch3dfc0.0file_sum_ok.txt	51.4	0.803	0.546	0.0	0.75	0.0	-1.0	-1.0	-1.0	-1.0	0.341	0.0	0.32	0.0	0.312	0.0	0.339	0.0	46.0	0.803491735458374	0.11333143870792839	0.545604407787323	0.09652362545525513	0.9525515566066373	0.04153827563523806	0.7503018959062915	0.07304745421547541	0.3393231633197004	0.16454377304506068
results/Zeller_fecal_colorectal_cancer_binGMM_nb9_aun_0.0_1.0/a1_estopc5_fc_o4adam_lr-1.0de0.0e500_20231214_190544c1.0di-1ch3dfc0.0file_sum_ok.txt	52.8	0.797	0.538	0.0	0.747	0.0	-1.0	-1.0	-1.0	-1.0	0.334	0.0	0.315	0.0	0.306	0.0	0.331	0.0	43.3	0.7968457400798797	0.1144799750180917	0.5384615510702133	0.08390597756388553	0.9505110327226689	0.04170187502669178	0.7471390331280442	0.06882813016109456	0.33074990462636256	0.14856958181150345
